Timesteps_trained,rewards_mean,rewards_std,rewards_max,rewards_min,rewards_median,rewards_25,rewards_75
1000.0,-7.976310333358678,1.3692882654038891,-2.7016067847454055,-11.869074217858696,-8.151031977196668,-9.075794518967983,-7.047825655518074
11000.0,-8.195020386134335,0.5596399482370775,-4.782954028337532,-9.939888655692698,-8.156713008133469,-8.561550120294605,-7.800453294834796
21000.0,,,,,,,
31000.0,,,,,,,
41000.0,-9.15754344655464,0.6361340717910469,-0.248484203899222,-14.064539948877586,-9.241411613629623,-9.581793448887568,-8.87462401061327
51000.0,-8.35576164628461,1.2170449504664578,-2.6152708119730086,-11.99570983648478,-8.574339056604193,-9.321884195957098,-7.599721271110209
