Timesteps_trained,rewards_mean,rewards_std,rewards_max,rewards_min,rewards_median,rewards_25,rewards_75
1000.0,,,,,,,
11000.0,,,,,,,
21000.0,,,,,,,
31000.0,,,,,,,
41000.0,,,,,,,
51000.0,,,,,,,
